id,title,object_id,object_name,other_number,place,date,description,photographer,people,search_terms,credit_line,url
39915,Toumajian farm picnic,L1981.016.001,"Print, Photographic",ALEXANDERIAN_Carnig_1-81,"Worcester
Massachusetts
USA",1918,"Worcester, Massachusetts area, Toumajian Farm, 1918. Photo by Nishan Ohanian.
Armenian young men demonstrate their happiness for the newly formed Republic of Armenia by having a picnic with friends. Along with the American Flag, they hold the tricolor flag of Armenia (used from 1918 to 1920).
The photo donor, who is in front with hat on his knee wrote to Project SAVE:
""Some of the names in the picture are out of my memory. The great part was, I remember, the FESTIVAL of the day, all around the place. The ATMOSPHERE of Real Armenian Country [picnic].""","Ohanian, Nishan",,"1910s
picnics
food
recreation
flag
men
celebration
farm
First Republic of Armenia",Courtesy of Carnig Alexanderian,https://projectsave.catalogaccess.com/photos/39915
48496,Workers repairing a train car,K1999.001.345,"Print, Photographic",TOROSIAN_J_345-99,Soviet Armenia/USSR/Republic of Armenia,,"Workers repairing a train car. American Committee to Aid Armenia (31-33 East 27th St. New York, NY) stamp on the back. c. 1930s.",,,"1930s
men
work
train
vehicles
transportation
hats
service organizations
ANCA- The Armenian National Committee of America",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48496
56229,The children's railway train,K1999.001.1112,"Print, Photographic",TOROSIAN_J_1112-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1951,Italian Delegates at children's railway in Yerevan. The train starts its journey. Soviet Armenia. 1951.,,,"1950s
children
train
vehicles",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56229
39916,Backgammon at ASA picnic,L1989.006.036,"Print, Photographic",AVAKIAN_Anahid_36_89,"Rhode Island
USA",,"Armenian Student Association (ASA) picnic, Goddard Park, Warwick Rhode Island, c. 1939. Photographer unknown.
Avedis Avakian plays backgammon against Armenag Kalustian as their wives, Gadar Tekmejian Avakian and Mrs. Kalustian, look  on.
Courtesy of Anahid Avakian",,"Avakian, Avedis
Avakian, Gadar Tekmejian
Kaloustian, Armenag","1930s
recreation
park
men
women
games
ASA -Armenian Students Association
picnics",Courtesy of Anahid Avakian,https://projectsave.catalogaccess.com/photos/39916
48498,Fishermen processing farrel to make caviar,K1999.001.347,"Print, Photographic",TOROSIAN_J_347-99,"Soviet Armenia
USSR
Republic of Armenia",,"Fishermen processing farrel to make caviar at a temporary fish factory / technological station on Lake Sevan, Soviet Armenia. c. 1930s.",,,"men
work
factory
business
fishing
food
1930s",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48498
56230,The children's railway train,K1999.001.1113,"Print, Photographic",TOROSIAN_J_1113-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1951,Italian Delegates at children's railway in Yerevan. A group of delegates (Italy-USSR) in the train car.  Soviet Armenia. 1951.,,,"1950s
children
train
vehicles",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56230
48500,Women cleaning bathtubs,K1999.001.349,"Print, Photographic",TOROSIAN_J_349-99,Soviet Armenia/USSR/Republic of Armenia,,Women cleaning bathtubs in the hydrotherapy division of an unidentified medial facility. Soviet Armenia. c. 1930-40s.,,,"health
women
work
medical
1930s
1940s
hospital",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48500
39917,1st picnic of the General Society of the Province of Kharpert,K2005.038.001,"Print, Photographic",Arakelian_Zabel_1-05,"Michigan
USA",1924,"The first picnic of the General Society of the Province of Kharpert. Palmer Park, Detroit Michigan, August 31, 1924. Photo by American Commercial Photo Co., Detroit, Michigan.
Courtesy of Zabel Arakelian","American Commercial Photo Co.,",,"women
men
children
hats
1920s
picnics
food
recreation",Courtesy of Zabel Arakelian,https://projectsave.catalogaccess.com/photos/39917
56231,The children's railway train,K1999.001.1114,"Print, Photographic",TOROSIAN_J_1114-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1951,Italian Delegates at children's railway in Yerevan. The train recognizes the 12 year old station master. [Italy-USSR] delegation.  Soviet Armenia. 1951.,,,"1950s
children
train
vehicles",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56231
48501,Computer scientists Rosa Janikian and Tatiana Yughebashian,K1999.001.350,"Print, Photographic",TOROSIAN_J_350-99,"Soviet Armenia
USSR
Republic of Armenia",1965,"Computer scientists Rosa Janikian and Tatiana Yughebashian working near ""Hraztan"" computer, Academy of Sciences Center of Computers, Soviet Armenia, 1965, photographed by NMG.",,,"1960s
work
women
school
education
uniform
uniforms
academics",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48501
56232,The children's railway train,K1999.001.1115,"Print, Photographic",TOROSIAN_J_1115-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1951,Italian Delegates at children's railway in Yerevan. The [Italy-USSR] delegation at the entrance of the culture and rest park of the railroad. Soviet Armenia. 1951.,,,"1950s
children
train
vehicles",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56232
39919,"Armenian Vanetzis at Van Hotel, Asbury Park NJ",L2008.063.001,"Print, Photographic",HACHIGIAN_Vart_1-08,"Asbury Park
New Jersey
USA",,"Armenian Vanetzis (people born in Van or related to those who are), Van Hotel, Asbury Park, New Jersey, late 1940s or early 1950s; photographer unknown.
Near the Asbury Park boardwalk, Van Hotel was a summer gathering place especially for those from the Tri-State Area of NY, NJ and CT. They came together as a community and enjoyed the beach during the day, and music and dancing at night.
Courtesy of Vanetzi Vart Shirvanian Hachigian; and her cousin Seda Aykanian Mataevosian",,"Shirvanian, Megrdich","1940s
1950s
picnics
recreation",Courtesy of Vart Shirvanian Hachigian,https://projectsave.catalogaccess.com/photos/39919
48502,"Alexei Ekimyan, composer",K1999.001.351,"Print, Photographic",TOROSIAN_J_351-99,Soviet Armenia/USSR/Republic of Armenia,,"Alexei Ekimyan, member of  the USSR Composers' Union. Soviet Armenia, c. 1950s.
Novosti Press Agency Photo",,,"men
work
Artists
1950s
Notables",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48502
56233,The children's railway train,K1999.001.1116,"Print, Photographic",TOROSIAN_J_1116-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1951,Italian Delegates at children's railway in Yerevan. Group of delegates with Pioneers. Behind them is one of the Railroad stations. Soviet Armenia. 1951.,,,"1950s
children
train
vehicles",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56233
39920,"Picnic among friends in Totowa, NJ",K2002.009.021,"Print, Photographic",KAZANJIAN_John_21-02,"New Jersey
USA",,"Picnic among friends  in Totowa, New Jersey, on land owned by Hagop Kazanjian, seated third from left, circa 1900.  Photo by Fred Toprahan, Paterson, New Jersey
Courtesy of John Kazanjian","Toprahan, Fred","Kazanjian, Hagop","1900s
men
picnics
food
recreation",Courtesy of John Kazanjian,https://projectsave.catalogaccess.com/photos/39920
48507,"Scene from ""Yerkir Nairi""",K1999.001.356,"Print, Photographic",TOROSIAN_J_356-99,Soviet Armenia/USSR/Republic of Armenia,1930,"Scene from ""Yerkir Nairi,"" directed by Amo Bek-Nazaryan (also known as Hamo Beknazarian). Photographed by Bek-Nazaryan or Taresh (?). Soviet Armenia, 1930.",,,"women
1930s
Artists",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48507
56234,The children's railway train,K1999.001.1117,"Print, Photographic",TOROSIAN_J_1117-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1951,Italian Delegates at children's railway in Yerevan. The Italy-USSR delegation near the memorial fountains. Soviet Armenia. 1951.,,,"1950s
children
train
vehicles",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56234
39921,Burned Armenian Boys High School,K1988.011.137,"Print, Photographic",CRARY_Douglas_137-88,"Adana
Ataniya
Adana Vilayet
Cilicia
Ottoman Empire
Turkey",1909,"Adana, Ottoman Empire, 1909.
One of the Armenian Boys High School, where many people were shot and burned.
Photo by Harry Gaylord Dorman, M.D., who was in charge of medical relief work at Adana after the May 1909 massacre in cooperation with the American Red Cross.
This photo is a duplicate of SHAW_Dale_3-99","Dorman, Harry Gaylord, M.D.",,"1900s
building
street scene
school
education
1909 massacres","Douglas Crary Collection of Stephen and Blanche Horton Trowbridge, American Missionaries in Aintab",https://projectsave.catalogaccess.com/photos/39921
48508,"Scene from ""Yerkir Nairi""",K1999.001.357,"Print, Photographic",TOROSIAN_J_357-99,Soviet Armenia/USSR/Republic of Armenia,1930,"Scene from ""Yerkir Nairi,"" directed by Amo Bek-Nazaryan (also known as Hamo Beknazarian), of a man burning wheat. Photographed by Bek-Nazaryan or Taresh (?). Soviet Armenia, 1930.",,,"farm
1930s
Artists",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48508
56239,Construction and caricature on back of print,K1999.001.1122,"Print, Photographic",TOROSIAN_J_1122-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1960,"Construction of building on front. On reverse, hand-drawn caricature of Sergei Adovchian.
From Oksen Sarian's trip to Yerevan, 1960.",,,"1960s
building",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56239
39922,"Adana, view of burned district",K1988.011.149,"Print, Photographic",CRARY_Douglas_149-88,"Adana Vilayet
Ottoman Empire
Turkey",1909,"Burned district of Adana in 1909 following the massacres and destruction, from the rooftop of Rev. Nesbit Chamber, an American Missionary. Photo probably by Rev. Stephen Trowbridge, American Missionary to Aintab, 1906 to 1911.","Trowbridge, Stephen Van Renssalaer",,"1900s
building
church
Religion
street scene
1909 massacres","Douglas Crary Collection of Stephen and Blanche Horton Trowbridge, American Missionaries in Aintab",https://projectsave.catalogaccess.com/photos/39922
48509,"Scene from ""Yerkir Nairi""",K1999.001.358,"Print, Photographic",TOROSIAN_J_358-99,Soviet Armenia/USSR/Republic of Armenia,1930,"Scene from ""Yerkir Nairi,"" directed by Amo Bek-Nazaryan (also known as Hamo Beknazarian). Photographed by Bek-Nazaryan or Taresh (?). Soviet Armenia, 1930.",,,"men
work
1930s
Artists",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48509
56250,Vahram Papazian and Oksen Sarian,K1999.001.1133,"Print, Photographic",TOROSIAN_J_1133-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1960,"Actor Vahram Papazian, left, and Oksen Sarian, right, Yerevan.
Oksen Sarian's (Armenian Progressive League America) trip to Armenia, 1960.",,,"1960s
men",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56250
39918,Vanetzis dancing - K2003.002.016,,,,,,,,,,,https://projectsave.catalogaccess.com/photos/39918
39923,Burned business district in Adana,K1988.011.151,"Print, Photographic",CRARY_Douglas_151-88,"Adana
Ataniya
Adana Vilayet
Cilicia
Ottoman Empire
Turkey",1909,"Adana, Ottoman Empire, 1909.
The entrance to one of the prinicipal stores in Adana, after the massacre of Armenians, 1909.
Photo probably by Rev. Stephen Trowbridge, American Missionary to Aintab, 1906 to 1911.","Trowbridge, Stephen Van Renssalaer",,"1909 massacres
1900s
buildings
missionaries
work
business","Douglas Crary Collection of Stephen and Blanche Horton Trowbridge, American Missionaries in Aintab",https://projectsave.catalogaccess.com/photos/39923
48512,"Scene from ""Yerkir Nairi""",K1999.001.361,"Print, Photographic",TOROSIAN_J_361-99,"Soviet Armenia
USSR
Republic of Armenia",1930,"Scene from ""Yerkir Nairi,"" directed by Amo Bek-Nazaryan (also known as Hamo Beknazarian). Photographed by Bek-Nazaryan or Taresh (?). Soviet Armenia, 1930.
""Poor exhausted peasant is doing the ploughing himself, he doesn't own an animal for the job.""",,,"animals
work
Artists",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48512
56251,Vahram Papazian and Oksen Sarian,K1999.001.1134,"Print, Photographic",TOROSIAN_J_1134-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1960,"Actor Vahram Papazian, left, and Oksen Sarian, right, Yerevan.
Oksen Sarian's (Armenian Progressive League America) trip to Armenia, 1960.",,,"1960s
men",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56251
39924,Pharmacy of the National Hospital of Sepastia,K2006.034.001,"Print, Photographic",GROOMS_Elizabeth_1-06,"Sepastia
Sivas
Sepastia vilayet
Sivas vilayet
Ottoman Empire
Turkey",1903,"Pharmacy of the National Hospital of Sepastia, Ottoman Empire, 1903.
Photographer is unknown, but most likely the Encababian Freres
The National Hospital, built in 1889 as stated in the Armenian words written across the medicine shelves, provided free treatment for the poor.
As stated in Armenian across the medicine shelves, the National Hospital was established in 1889. It provided free treatment for the poor. For reasons of lighting, the unidentified photographer posed nine hospital staff members and three patients outside, carefully camouflaging both the ground and building exterior with artfully draped oriental rugs and fabrics, and even two potted plants. The photographer also arranged  hospital props: medicine bottles and jars lined up perfectly on the shleves, along with surgical instruments, and tools of the hospital's pharmacy, like mortar and pestle, amd weights and mesasures on the worktable. With no confirming documentation, it is thought that the three men (one seated left taking a pulse, and two standing in back) wearing dark European style three-piece tailored suits, are probably doctors, and the men in white are possibly pharmacists. The function of the two men with pens in hand seated at small writing tables is not known. Wearing the fez (brimless felt hat) indicates professional status.
Stamp of the National Hospital of Sepastia is on the back.",Unknown,,"1900s
Ottoman Empire
hospital
medical
doctors
work
children
men",Courtesy of Elizabeth Mooradian Grooms,https://projectsave.catalogaccess.com/photos/39924
48513,"Scene from ""Yerkir Nairi""",K1999.001.362,"Print, Photographic",TOROSIAN_J_362-99,Soviet Armenia/USSR/Republic of Armenia,1930,"Scene from ""Yerkir Nairi,"" directed by Amo Bek-Nazaryan (also known as Hamo Beknazarian). Photographed by Bek-Nazaryan or Taresh (?). Soviet Armenia, 1930. ""Young Muslim girl.""",,,"girls
hair
headwear (women)
portraits
1930s
Artists",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48513
56252,Vahram Papazian and Oksen Sarian,K1999.001.1135,"Print, Photographic",TOROSIAN_J_1135-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1961,"Actor Vahram Papazian, siting left, and Oksen Sarian, right. Unidentified woman standing behind them. Yerevan.
Oksen Sarian's (Armenian Progressive League America) trip to Armenia, 1960.",,,"1960s
men",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56252
39925,"People with roots in Kesserig, Ottoman Empire, gather for a picnic.",K1996.015.001,"Print, Photographic",KING_Margaret_1-96,"Providence
Rhode Island
USA",,"Providence, Rhode Island area, 1912 or 1913. Photo by M. Melinian.
People with roots in Kesserig, Ottoman Empire, gather for a picnic. The Armenian instrument, zurna, is among the instruments played.
Ohannas Manzoian, left front, seated on ground, cigar in mouth
Peter Bedrosian lying on ground in vest
Steve Mardekian, standing in back row, far right
Asadoor Agvesian, back row, 2nd from right
Aharon (Arthur) Nanian, in front wearing apron
Credit Line: Project SAVE Armenian Photograph Archives
Courtesy of Margaret Karian King","Melinian, M.","Manzoian, Ohannas
Bedrosian, Peter
Mardekian, Steve
Agvesian, Asadoor
Nanian, Aharon","1910s
picnics
recreation
music
musicians
reunion",Margaret Karian King,https://projectsave.catalogaccess.com/photos/39925
48524,Dacing the national dance Uluz,K1999.001.373,"Print, Photographic",TOROSIAN_J_373-99,"Lake Sevan
Russian Empire
USSR
Republic of Armenia
Soviet Armenia/USSR/Republic of Armenia",,Dacing the national dance Uluz at the shores of Lake Sevan. Photograph by Y. Promptov courtesy of Sovfoto. c. 1930-50s,Sovfoto,,"dance
costumes
headwear (women)
women
recreation
1940s
1930s
1950s",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48524
56253,Vahram Papazian and Oksen Sarian,K1999.001.1136,"Print, Photographic",TOROSIAN_J_1136-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1961,"Actor Vahram Papazian, siting left, and Oksen Sarian, right. Unidentified women sitting to their left and right.
Oksen Sarian's (Armenian Progressive League America) trip to Armenia, 1960.",,,"1960s
men",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56253
39928,Chamaian family picnic,L2009.017.002,"Print, Photographic",NAHABEDIAN_Mildred_2-09,"Massachusetts
USA",,"Members of the Chamian family and other Sepastatsis (people from Sepastia), many of them rug dealers, picnic on a fine carpet with a whole roast lamb and birthday cake, in honor of two-year old Mildred Chamian, right front.  Boston area park, c. 1935. Photographer unknown.
Courtesy of Midlred Chamian Nahabedian
Photo donor Mildred ""Bunny"" Chamian (Nahabedian) is the 2-year-old seated front right saying, ""oh,"" in front of her sister Alice.  Their mother Nartoohi née Dushugian is the woman 2 rows behind them, and their father, Garabed Chamian, owner of City Oriental Rug Company, Boston, sits at Nartoohi's right. Mildred and her other sister Hazel, second row left (Dutch boy haircut) continued their father's business after he died.",,"Nahabedian, Mildred ""Bunny""
Topalian, Sara
Tashjian, Charlie
Balian, Rosemary
Economo, Hazel Kurkjian
Kurkjian, Richard
Sahagian, Zoya
Papazian, Hazel Chamian
Mekjian, John
Kurkjian, David
Mihovan, Louise Essayan
Chamian, Mimi
Chamian, Arthur
Essayan, Armand
Kurkjian, Maksoud
Sahagian, Sahag
Merodian, Rose Alexanian
Sahagian, Mary Topalian
Banks, Nelli Tashjian
Balian, Shnorig
Balian, Nazareth
Chamian, Serpouhi
Alexanian, Dzaghig Balian
Chamian, Garabed
Chamian, Kerop
Chamian, Nartoohi Dushugian
Topalian, Nevart
Essayan, Vartanoush Balian
Chamian, Hagop
Tashjian, Aetna
Topalian, Varteres
Kurkjian, Araxie
Merodian, Yero
Alexanian, Edward Neshan
Show More","1930s
parties
park
picnics
rugs
birthday",Courtesy of Midlred Chamian Nahabedian,https://projectsave.catalogaccess.com/photos/39928
48526,Group of ethnic dancers,K1999.001.375,"Print, Photographic",TOROSIAN_J_375-99,Soviet Armenia/USSR/Republic of Armenia,,"Dairy Production community college ""comsomols"" (young Communists) group of ethnic dancers. They won 1st place in all cities cultural contest. c. 1930-50s",,,"dance
recreation
headwear (women)
health
costumes
1930s
1940s
1950s",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48526
56254,"Vahram Papazian, Oksen Sarian and other guests",K1999.001.1137,"Print, Photographic",TOROSIAN_J_1137-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",1961,"Actor Vahram Papazian, sitting second from left in the front, Oksen Sarian, 1st from the right, and other unidentified guests at a party. Yerevan.
Oksen Sarian's (Armenian Progressive League America) trip to Armenia, 1960.",,,"1960s
parties (not political)",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56254
39929,St Mesrob Madagh Picnic,L1997.018.026,"Print, Photographic",ST_MESROB_ARM_CHURCH_26-9,"Racine
Wisconsin
USA",1978,"St. Mesrob Armenian Apostolic Church annual Madagh (Offering) picnic, on a July Sunday 1978. Photo by Racine Journal Times photographer Rosario Natale D’Acquisto.
Courtesy of St. Mesrob Church, Racine, Wisconsin","D’Acquisto, Rosario Natale","Akgulian, Sam
Akgulian, Mark","1970s
picnics
food
ceremony
church",Courtesy of St. Mesrob Armenian Church,https://projectsave.catalogaccess.com/photos/39929
48531,Opera performance of Lakmé,K1999.001.380,"Print, Photographic",TOROSIAN_J_380-99,"Yerevan
Erivan
USSR
Republics of Armenia
Soviet Armenia/USSR/Republic of Armenia",,"Audience in box seats watching opera performance of ""Lakme,"" written by Léo Delibes. Yerevan Theatre, Yerevan, Soviet Armenia.  c. 1940-50s.",,,"theatre
performance
family
father and daughter
recreation
costumes
1940s
1950s",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48531
56255,Oksen Sarian,K1999.001.1138,"Print, Photographic",TOROSIAN_J_1138-99,"Soviet Armenia/USSR/Republic of Armenia
Yerevan/Erivan/Russian Empire/USSR/Republics of Armenia",,"Oksen Sarian, Armenian Progressive League of America, Lraper Newspaper.
Unknown location and date, but possibly photograph from his trip to Yerevan in 1960 or 1961.",,,"1960s
men",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/56255
39930,HOG Cleveland Chapter Picnic,K1999.001.235,"Print, Photographic","Torosian, Jack 235-99","Cleveland
Ohio
USA","August 30, 1931","Committee for the Haistani Oknoutian Gomide-HOG (Aid to Armenia Committee) Cleveland Chapter picnic, August 30 1931, Cleveland, Ohio. Photo by McCoy's Studio.
Note the men on each end holding up shish kebab.",McCoy's Studio,,"1930s
park
picnics
recreation
food
HOG Political Party",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/39930
48533,Children swinging in the hammock,K1999.001.202,"Print, Photographic",TOROSIAN_J_202-99,"Tsaghkadzor
Dzaghgatsor
Darachichag
Kotayk Province
USSR
Republic of  Armenia
Soviet Armenia/USSR/Republic of Armenia",,"Sousik, Garen, Gayane swinging in the hammock at a family resort in Dzaghgatsor, Soviet Armenia. undated, c. 1940s.",,,"children
girls
recreation
1940s",Courtesy of Jack Torosian,https://projectsave.catalogaccess.com/photos/48533
56362,"General Antranik, Vartkes H. Vartabedian and A. N. Vartabedian",K2022.020.001,"Print, Photographic",HAZARIAN_Tina 1-2022,California/USA,1923,"General Antranik, Vartkes H. Vartabedian and A. N. Vartabedian.
Richardson's Springs, Chico, California. 1923
Photographer: possibly Manuel Tolegian
This is a 1970 copy print of a 1923 photograph.",,"Ozanian, General Antranig (known as Antranig)
Vartabedian, Vartkes","1920s
Notables",Courtesy of Tina Hazarian,https://projectsave.catalogaccess.com/photos/56362
39932,Shoemaker in Cuba,K1983.078.063,"Print, Photographic",ARAKELIAN_Bedros_63-83,"Havana
Cuba
Havana/Cuba",,"Calle (Street, Spanish) Louis Poghotz (street, Armenian) Shoe shop, Havana, Cuba, c. 1925 Proprietor Bedros Arakelian of Kharpert set up shop in Havana during the 1920s while he waited to be admitted into the United States.",,"Arakelian, Bedros","1920s
store
work
men
Arakelian family
business
Shoemaker","Project SAVE Photograph Archive, Courtesy of Bedros Arakelian",https://projectsave.catalogaccess.com/photos/39932
48534,Sarkis Bogigian and his wife Margaret,L2005.056.003,"Print, Photographic",DERANIAN_Martin_3-05,"Worcester
Massachusetts
USA",,"Sarkis Bogigian and his wife Margaret, Worcester, MA, c. early 1920s.
Sarkis was the photo donor's uncle. He was a Genocide survivor and settled in Worcester, Mass. where he operated a dry cleaning business on Chandler Street.
See attached PDF in Media to read the photo donor's account of his life.",Oliver Studio,,"1920s
couple
Genocide survivors",Courtesy of H. Martin Deranian,https://projectsave.catalogaccess.com/photos/48534
56363,Mr. Khatzrouny,K2022.020.002,"Print, Photographic",HAZARIAN_Tina 2-2022,New York City/New York/USA,1935,"Mr. Khatzrouny, of Syosset, Long Island, NY. 1935
He was a friend of the photo donor's father, Haroutune Hazarian.",Marcelle Studio,,"1930s
portraits
men",Courtesy of Tina Hazarian,https://projectsave.catalogaccess.com/photos/56363
39933,"cottage industry in Hoghe, Kharpert",k1986.002.001,"Print, Photographic",BOGOSIAN_Vahan Mary_1-86,"Hoghe
Hogu
Yurtbasi
Kharpert Vilayet
Harput Vilayet
Mamuretulaziz Vilayet
Ottoman Empire
Turkey
Hoghe/Hogu/Yurtbasi/Kharpert Vilayet/Harput Vilayet/Mamuretulaziz Vilayet/Ottoman Empire/Turkey",,"A cottage industry: processing native-grown cotton, from boll into thread;
village of Hoghe, Kharpert, Historic Armenia, Ottoman Empire, before 1915; photographer unknown.",,,"1910s
women
work","Project SAVE Photograph Archive, Courtesy of Vahan and Mary Bogosian",https://projectsave.catalogaccess.com/photos/39933
48535,Sarkis Deranian,L2005.056.004,"Print, Photographic",DERANIAN_Martin_4-05,"Worcester
Massachusetts
USA",,"Sarkis Deranian, 1935
The photo donor's father's half brother, born 1903. He survived the Genocide and studied in Beirut, Syria. He moved to Worcester with the help of his half brother Mardiros. He later moved to Chicago and then San Francisco.
See attached PDF in Media to read the photo donor's account of his life.",Lowry Studio,,"Genocide survivors
1930s
portraits",Courtesy of H. Martin Deranian,https://projectsave.catalogaccess.com/photos/48535
56364,Haroutune Hazarian and friends,K2022.020.003,"Print, Photographic",HAZARIAN_Tina 3-2022,New York City/New York/USA,,"Haroutune Hazarian and friends. New York, NY. c. 1930s
Sitting, L-R:
1. Unknown
2. Mr. Khatzrouny
3. Antranig Khachadoorian (one of three brothers who owned a shoe factory in Norwalk, CT)
Standing, L-R:
4. Aram Pacradouni
5. ___ Svajian
6. Haroutunr Hazarian, the photo donor's father",Ashjian,"Hazarian, Haroutune","1930s
portraits
men",Courtesy of Tina Hazarian,https://projectsave.catalogaccess.com/photos/56364
39934,Shoemaker in Egypt,k2007.028.005,"Print, Photographic",EGGLESTON_Diana_5-07,Egypt,,"Shoemaker Givanni Tallaian brings his work to the market in Egypt, c.early 1920s; photographer unknown.",Unknown,"Tallaian, Givanni","1920s
work
market
business
Shoemaker",Courtesy of Diana Eggleston,https://projectsave.catalogaccess.com/photos/39934
48538,Officers and Minister of 34th St Armenian Evangelical Church,K1983.051.006,"Print, Photographic","BEDIKIAN, Marie 6-83","New York City
New York
USA
New York City/New York/USA",,"Early 1930s 34th Street Armenian Evangelical Church officers and minister, photographer unknown.
Courtesy of Marie Bashian Bedikian",,"Nerso, Haig
Bedikian, Rev. Antranig Arakel
Iskian, Yervant
Haroutunian, Grace Dogramajian","1930s
church
Religion
men
women","Project SAVE Photograph Archive, Courtesy of Marie Bashian Bedikian",https://projectsave.catalogaccess.com/photos/48538
56369,Armenian Aid Society,K2022.020.007,"Print, Photographic",HAZARIAN_Tina 7-2022,New York City/New York/USA,,"Armenian Aid Society Banquet, New York City, NY. c. 1940s
Sitting at the head of the table with a candle in front of him is Haroutune Hazarian, the photo donor's father.
3rd from right: Marguerite Abroyan Hazarian, the photo donor's mother.",,"Hazarian, Haroutune","women
1940s
men
banquets
service organizations",Courtesy of Tina Hazarian,https://projectsave.catalogaccess.com/photos/56369
39935,Seamstress Class Graduation,k2007.029.001,"Print, Photographic",GREEN_Beatrice_1-07,"Sepastia
Sivas
Sepastia vilayet
Sivas vilayet
Ottoman Empire
Turkey",1908,"Seamstress Class Graduation, National Aramian Trade School (founded 1903), Sepastia, Ottoman Empire, c. 1908; photographer unknown.  With the school’s motto “Art is the embodiment of beauty” (translation of the Armenian) on the wall, the varjouhie (teacher), seated center, is ready to present diplomas to her students. Note tools of the dressmaker’s trade: Singer sewing machine, thimble on a finger, and a tape measure draped around each graduate’s neck.  Courtesy of anonymous photo donor",Unknown,,"1900s
women
work
school
education",,https://projectsave.catalogaccess.com/photos/39935
48552,Mihran Guveyan and Hagop Tallalian,K2021.041.001,"Photograph, Cabinet",MARGOSIAN_E 1-2021,"Caesarea
Cesarea
Kayseri
Gessaria
Ankara Vilayet
Ottoman Empire
Turkey",,"Mihran Guveyan and Hagop Tallalian, Caesarea, before 1910","Stepanian, Artin","Guveyan, Mihran
Tallalian, Hagop","men
portraits
Guveyan family",Courtesy of Anita Shishmanian on behalf of Elizabeth Margosian,https://projectsave.catalogaccess.com/photos/48552
56370,Fundraising ? banquet,K2022.020.008,"Print, Photographic",HAZARIAN_Tina 8-2022,New York City/New York/USA,1956,"Fundraising ? banquet, New York City, NY. February 5, 1956",,"Hazarian, Haroutune","women
1940s
men
banquets
service organizations",Courtesy of Tina Hazarian,https://projectsave.catalogaccess.com/photos/56370
